,country,id,lat,lng,name,clouds,date,humidity,pressure,temp,temp_max,temp_min,wind_deg,wind_speed
2143,CG,2593118,0.0,14.5,Région de la Cuvette-Ouest,92,2017-11-19 03:00:00,98,960.92,19.95,19.95,19.95,91.0011,0.97
2144,CH,2659126,45.986469,8.86877,Pura,0,2017-11-19 03:00:00,89,891.29,-0.49,-0.49,-4.73,7.5011,0.77
2145,CM,2223216,4.01667,11.38333,Okola,92,2017-11-19 03:00:00,100,960.84,20.47,21.8,20.47,249.001,2.92
2146,CM,2224584,4.95,11.38333,Ngoro,80,2017-11-19 03:00:00,96,960.68,22.02,22.02,22.02,241.001,1.42
2147,CM,2230028,7.96667,12.23333,Kontcha,0,2017-11-19 03:00:00,68,949.66,16.9,16.9,16.9,122.001,0.77
2148,CN,1279429,29.0,85.25,Zongga,0,2017-11-19 03:00:00,100,568.27,-14.43,-14.43,-14.43,189.501,1.07
2149,CN,1280004,25.894791,99.429359,Shimen,48,2017-11-19 03:00:00,74,779.92,11.62,11.62,11.62,334.001,0.87
2150,CN,1280284,30.933331,88.633331,Jiajuedibu,0,2017-11-19 03:00:00,32,568.19,-3.3,-3.3,-3.31,236.001,4.97
2151,CN,1280659,25.973089,98.823448,Luzhang,0,2017-11-19 03:00:00,70,788.18,12.97,12.97,12.97,305.001,0.17
2152,CN,1280943,39.98333,98.866669,Jinta,0,2017-11-19 03:00:00,57,895.59,-4.05,-4.05,-4.06,274.501,2.07
2153,CN,1281119,28.950001,89.633331,Jiangzi,0,2017-11-19 03:00:00,10,586.91,0.55,0.55,0.55,217.001,1.92
2154,CN,1281323,30.9,94.833328,Domartang,0,2017-11-19 03:00:00,28,590.24,-0.8,-0.8,-0.81,257.501,1.22
2155,CN,1281405,31.933331,94.0,Dartang,0,2017-11-19 03:00:00,48,583.35,-3.05,-3.05,-3.06,263.001,1.32
2156,CN,1281544,39.866669,96.76667,Changma,0,2017-11-19 03:00:00,77,686.37,-17.28,-17.28,-17.28,244.001,1.47
2157,CN,1346620,37.961109,77.249168,Yilkiqi,0,2017-11-19 03:00:00,65,866.81,-2.95,-2.95,-2.96,234.001,2.12
2158,CN,1529512,42.964439,87.66111,Ewirgol,8,2017-11-19 03:00:00,87,791.35,-19.53,-19.53,-19.53,169.001,1.07
2159,CN,1529625,45.966671,85.449997,Baikouquan,20,2017-11-19 03:00:00,74,965.22,-6.55,-6.55,-6.56,268.501,1.22
2160,CN,1550222,27.88472,108.113609,Xujiaba,92,2017-11-19 03:00:00,100,944.31,3.82,3.82,3.82,53.5011,1.47
2161,CN,1783556,30.991449,101.127007,Xianshui,0,2017-11-19 03:00:00,19,619.58,8.12,8.12,8.12,262.001,1.87
2162,CN,1783573,29.04739,114.441841,Hangkou,92,2017-11-19 03:00:00,77,989.78,6.72,6.72,6.72,18.0011,1.47
2163,CN,1783600,37.079769,113.339859,Liaoyang,88,2017-11-19 03:00:00,29,879.46,1.3,1.3,1.3,257.501,0.62
2164,CN,1784790,27.850809,104.968742,Zhaxi,92,2017-11-19 03:00:00,100,865.52,6.27,6.27,6.27,108.501,1.42
2165,CN,1785258,30.869499,101.884132,Zhanggu,0,2017-11-19 03:00:00,49,657.68,5.97,5.97,5.97,118.001,0.32
2166,CN,1786364,26.04122,101.686417,Yongding,0,2017-11-19 03:00:00,55,811.21,19.2,19.2,19.2,227.001,2.32
2167,CN,1786789,30.945431,121.316429,Yexie,20,2017-11-19 03:00:00,74,1041.01,13.25,13.25,11.42,13.5011,4.22
2168,CN,1786893,27.85428,115.208122,Yaoxu,92,2017-11-19 03:00:00,100,1027.15,7.27,7.27,7.27,24.0011,4.67
2169,CN,1787681,32.992851,113.247063,Yangce,92,2017-11-19 03:00:00,52,1020.18,5.17,5.17,5.17,138.501,1.52
2170,CN,1788022,34.011951,113.087044,Xuedian,92,2017-11-19 03:00:00,71,1000.08,2.65,2.65,2.65,322.501,1.87
2171,CN,1788457,24.872339,105.351173,Xinzhou,88,2017-11-19 03:00:00,69,925.82,13.4,13.4,13.4,83.0011,1.42
2172,CN,1788630,28.970909,102.771263,Xinshiba,100,2017-11-19 03:00:00,100,758.19,3.52,3.52,3.52,18.0011,0.77
2173,CN,1788745,31.025299,110.318161,Xinling,68,2017-11-19 03:00:00,83,911.8,2.9,2.9,2.9,130.001,0.97
2174,CN,1788871,26.88838,102.933243,Xinhua,56,2017-11-19 03:00:00,77,806.67,10.65,10.65,10.65,21.0011,0.52
2175,CN,1789190,24.08613,108.652611,Xincheng Chengguanzhen,92,2017-11-19 03:00:00,95,989.46,10.47,10.47,10.47,30.0011,3.22
2176,CN,1789540,30.035561,121.605827,Xiepu,76,2017-11-19 03:00:00,100,1037.45,11.19,13.52,11.19,22.0011,5.27
2177,CN,1789593,26.956289,112.368279,Xidu,92,2017-11-19 03:00:00,100,1018.72,5.72,5.72,5.72,1.0011,3.77
2178,CN,1790518,21.95322,100.384087,Menghai,8,2017-11-19 03:00:00,59,875.57,24.12,24.12,24.12,307.001,0.92
2179,CN,1790534,35.979832,110.822113,Changning,92,2017-11-19 03:00:00,37,916.5,1.47,1.47,1.47,287.001,1.17
2180,CN,1790664,32.076721,106.771523,Xialiang,92,2017-11-19 03:00:00,100,970.33,8.52,8.52,8.52,27.0011,1.67
2181,CN,1791307,31.98325,112.771019,Wudian,80,2017-11-19 03:00:00,48,1024.23,6.9,6.9,6.9,11.0011,1.62
2182,CN,1791501,19.932961,110.873131,Wengtian,92,2017-11-19 03:00:00,100,1027.31,23.35,24.37,23.35,63.5011,9.32
2183,CN,1791759,30.04829,110.423592,Wantan,92,2017-11-19 03:00:00,72,899.16,1.77,1.77,1.77,74.0011,1.17
2184,CN,1792387,33.05278,110.352783,Tumen,92,2017-11-19 03:00:00,77,966.11,1.9,1.9,1.9,301.501,1.62
2185,CN,1792919,30.89604,120.800568,Tianning,20,2017-11-19 03:00:00,85,1041.09,11.18,11.18,10.22,26.5011,4.12
2186,CN,1793199,22.87936,107.156479,Taocheng,92,2017-11-19 03:00:00,93,997.16,13.4,13.4,13.4,27.0011,3.12
2187,CN,1793269,31.90213,113.96418,Tanjiahe,44,2017-11-19 03:00:00,52,1017.59,6.45,6.45,6.45,40.0011,1.97
2188,CN,1795165,26.995939,115.742554,Shima,100,2017-11-19 03:00:00,100,995.13,7.4,7.4,7.4,352.001,1.97
2189,CN,1795172,36.999489,110.844002,Lingquan,88,2017-11-19 03:00:00,26,897.7,-1.13,-1.13,-1.13,311.501,1.67
2190,CN,1796484,31.93825,103.419418,Seergu,0,2017-11-19 03:00:00,73,679.08,0.57,0.57,0.57,205.001,0.07
2191,CN,1797352,25.944599,111.0364,Quanzhou,92,2017-11-19 03:00:00,100,982.97,4.97,4.97,4.97,56.0011,2.12
2192,CN,1798784,25.97056,108.395279,Pingjiang,92,2017-11-19 03:00:00,100,955.25,5.67,5.67,5.67,25.0011,1.52
2193,CN,1799085,34.028889,108.661942,Pangguang,92,2017-11-19 03:00:00,82,965.63,4.19,4.19,2.17,253.001,1.92
2194,CN,1799174,31.915621,107.242729,Nuojiang,92,2017-11-19 03:00:00,100,952.33,5.55,5.55,5.55,35.5011,1.42
2195,CN,1800097,33.99765,116.8284,Duji,92,2017-11-19 03:00:00,42,1038.42,4.9,4.9,4.9,97.5011,2.07
2196,CN,1800268,28.959641,103.900864,Muxi,92,2017-11-19 03:00:00,100,924.69,8.45,8.45,8.45,18.5011,1.07
2197,CN,1801955,27.85482,115.112701,Luofang,92,2017-11-19 03:00:00,100,1027.15,7.27,7.27,7.27,24.0011,4.67
2198,CN,1802095,32.067081,102.987862,Luhua,0,2017-11-19 03:00:00,73,679.08,0.57,0.57,0.57,205.001,0.07
2199,CN,1802162,22.96916,102.406113,Daxing,92,2017-11-19 03:00:00,99,879.86,16.67,16.67,16.67,136.001,0.67
2200,CN,1804869,31.08515,107.865082,Xinning,92,2017-11-19 03:00:00,97,965.14,8.95,8.95,8.95,61.5011,1.22
2201,CN,1805743,30.99712,105.881912,Jincheng,92,2017-11-19 03:00:00,100,978.76,9.3,9.3,9.3,53.0011,4.02
2202,CN,1805826,28.950001,117.166672,Jiedu,80,2017-11-19 03:00:00,71,1032.34,10.22,10.22,10.22,55.0011,3.82
2203,CN,1806978,26.91361,110.535828,Huayuan,100,2017-11-19 03:00:00,100,965.87,4.42,4.42,4.42,98.5011,1.37
2204,CN,1807413,29.95182,109.076912,Huangjindong,92,2017-11-19 03:00:00,100,924.85,2.45,2.45,2.45,200.001,1.67
2205,CN,1808466,32.934719,119.698334,Hengjing,92,2017-11-19 03:00:00,55,1041.99,7.45,7.45,7.45,10.0011,2.67
2206,CN,1809033,34.933609,119.169724,Haitou,56,2017-11-19 03:00:00,100,1042.23,5.87,5.87,5.87,332.501,2.97
2207,CN,1811174,39.925098,113.605347,Fengyu,44,2017-11-19 03:00:00,35,896.08,-4.18,-4.18,-4.18,263.001,1.87
2208,CN,1811528,32.055,110.734169,Fangxian Chengguanzhen,68,2017-11-19 03:00:00,68,923.56,2.57,2.57,2.57,44.0011,1.02
2209,CN,1812395,24.98271,118.897903,Dongling,88,2017-11-19 03:00:00,98,1018.56,12.4,12.4,12.4,32.0011,6.12
2210,CN,1812537,39.017319,111.12674,Dongguan,80,2017-11-19 03:00:00,31,909.37,-3.45,-3.45,-3.46,217.001,1.87
2211,CN,1812663,24.99745,112.295921,Dongbei,92,2017-11-19 03:00:00,100,964.0,6.02,6.02,6.02,359.001,1.37
2212,CN,1813471,25.855921,115.127876,Datian,92,2017-11-19 03:00:00,100,1003.97,8.15,8.15,8.15,339.501,2.27
2213,CN,1813517,39.009171,117.222778,Dasi,20,2017-11-19 03:00:00,39,1043.04,7.48,7.48,4.72,100.001,2.57
2214,CN,1815827,29.888451,118.704781,Chakou,44,2017-11-19 03:00:00,70,985.24,7.2,7.2,7.2,97.5011,1.42
2215,CN,1815984,36.029518,106.699669,Caomiao,88,2017-11-19 03:00:00,66,858.22,0.77,0.77,0.77,322.001,3.77
2216,CN,1816162,28.90889,106.336113,Caijiagang,92,2017-11-19 03:00:00,83,958.9,9.87,9.87,9.87,145.501,1.42
2217,CN,1817229,26.03528,118.906387,Baiyun,92,2017-11-19 03:00:00,96,975.84,10.52,10.52,10.52,52.5011,1.12
2218,CN,1818177,32.902191,101.706657,Aba,0,2017-11-19 03:00:00,23,655.98,4.45,4.45,4.45,300.001,3.12
2219,CN,1887177,31.9175,121.778847,Jinhai,44,2017-11-19 03:00:00,97,1041.01,11.92,11.92,11.92,19.0011,4.82
2220,CN,1905806,26.868891,109.095284,Runsonglaozhai,92,2017-11-19 03:00:00,96,970.33,3.57,3.57,3.57,6.5011,2.47
2221,CN,1910195,33.951241,113.611778,Yingyang,92,2017-11-19 03:00:00,50,1016.94,6.38,6.38,4.15,240.501,1.87
2222,CN,1914622,19.025591,109.665489,Hongmao,92,2017-11-19 03:00:00,100,992.38,20.82,20.82,20.82,35.5011,1.62
2223,CN,1916249,22.86282,115.701958,Jinxiang,32,2017-11-19 03:00:00,93,1029.83,21.65,21.65,21.65,59.0011,9.92
2224,CN,1916396,29.902519,119.947502,Longmen,48,2017-11-19 03:00:00,79,1025.04,11.74,11.74,8.9,41.5011,2.62
2225,CN,1917113,23.95043,114.711906,Shuangjiang,88,2017-11-19 03:00:00,100,1001.21,12.32,12.32,12.32,17.5011,3.87
2226,CN,1917386,24.92778,113.764717,Daqiao,92,2017-11-19 03:00:00,100,985.97,10.07,10.07,10.07,58.5011,1.37
2227,CN,1918709,29.04183,120.345459,Sanlian,44,2017-11-19 03:00:00,70,986.38,8.62,8.62,8.62,38.0011,1.42
2228,CN,1919547,23.84697,116.862732,Fubin,88,2017-11-19 03:00:00,64,997.4,20.29,20.29,17.97,51.0011,2.87
2229,CN,1921606,25.95788,116.461899,Anjie,92,2017-11-19 03:00:00,96,976.49,11.47,11.47,11.47,296.501,1.52
2230,CN,2033145,42.003231,126.557716,Zhazi,44,2017-11-19 03:00:00,66,946.98,-12.73,-12.73,-12.73,267.001,1.62
2231,CN,2033489,42.902222,130.496384,Yangmulinzi,24,2017-11-19 03:00:00,51,968.54,-13.58,-13.58,-13.58,308.501,4.37
2232,CN,2033595,40.97139,115.272499,Xiwanzi,0,2017-11-19 03:00:00,29,902.56,-2.55,-2.55,-2.56,277.501,1.42
2233,CN,2033759,40.875561,113.883888,Xinghe Chengguanzhen,8,2017-11-19 03:00:00,26,883.19,-2.73,-2.73,-2.73,221.001,1.82
2234,CN,2034135,42.934441,119.023888,Wudan,0,2017-11-19 03:00:00,62,951.68,-5.2,-5.2,-5.21,263.001,2.27
2235,CN,2034268,42.873058,128.324432,Dadianzi,44,2017-11-19 03:00:00,67,938.79,-14.28,-14.28,-14.28,279.501,4.57
2236,CN,2034460,43.88736,120.093361,Tianshan,0,2017-11-19 03:00:00,39,985.16,-6.8,-6.8,-6.81,192.001,3.12
2237,CN,2035410,44.99324,124.058113,Qianan,0,2017-11-19 03:00:00,58,1023.26,-11.55,-11.55,-11.56,297.501,2.42
2238,CN,2036149,40.92852,125.853081,Liangshui,0,2017-11-19 03:00:00,64,971.3,-9.68,-9.68,-9.68,344.001,1.32
2239,CN,2036443,41.916672,118.666672,Jinshan,0,2017-11-19 03:00:00,30,936.36,-2.85,-2.85,-2.86,274.501,3.22
2240,CN,2036779,41.891392,113.992218,Changshun,0,2017-11-19 03:00:00,33,869.73,-4.78,-4.78,-4.78,272.001,4.82
2241,CN,2037103,40.938049,120.267189,Guzhuyingzi,0,2017-11-19 03:00:00,29,1002.59,-1.38,-1.38,-1.38,210.501,1.67
2242,CN,2037844,42.883331,120.666672,Daqin Tal,0,2017-11-19 03:00:00,37,986.86,-6.03,-6.03,-6.03,209.001,2.07
2243,CN,2037927,41.965279,101.063889,Dalain Hob,0,2017-11-19 03:00:00,46,933.2,-5.88,-5.88,-5.88,254.501,3.87
2244,CN,2037999,43.94532,131.067719,Daduchuan,24,2017-11-19 03:00:00,39,967.25,-14.43,-14.43,-14.43,306.501,4.17
2245,CN,2038461,41.884441,115.278893,Baochang,0,2017-11-19 03:00:00,42,871.11,-6.93,-6.93,-6.93,257.001,3.77
2246,CN,2038621,41.91106,124.777328,Aojiabao,0,2017-11-19 03:00:00,55,986.86,-9.93,-9.93,-9.93,276.501,1.57
2247,CN,2038643,45.05109,127.06752,Anjia,12,2017-11-19 03:00:00,66,1013.13,-13.23,-13.23,-13.23,260.001,4.47
2248,CN,2050964,41.091389,107.066391,Bayinbaolige,68,2017-11-19 03:00:00,31,899.4,-1.08,-1.08,-1.08,265.501,1.77
2249,CN,2053099,42.06472,127.355827,Xinxigang,44,2017-11-19 03:00:00,69,941.31,-13.3,-13.3,-13.31,272.501,2.17
2250,CN,2053290,40.05175,123.109459,Taling,0,2017-11-19 03:00:00,59,1007.94,-5.45,-5.45,-5.46,330.501,3.42
2251,CN,2053426,40.08807,119.936073,Xidianzi,0,2017-11-19 03:00:00,84,1029.42,-0.05,-0.05,-0.06,16.0011,1.17
2252,CN,6422088,25.899719,112.211113,Longquan,100,2017-11-19 03:00:00,100,996.02,6.55,6.55,6.55,11.0011,2.07
2253,CN,6422875,25.00083,111.055283,Yuankou,100,2017-11-19 03:00:00,100,969.44,5.95,5.95,5.95,43.5011,1.17
2254,CN,6643953,28.94183,99.1278,Yangla,0,2017-11-19 03:00:00,62,648.84,1.27,1.27,1.27,201.001,0.42
2255,CN,6643965,28.02422,99.576401,Nixi,0,2017-11-19 03:00:00,59,670.49,3.72,3.72,3.72,225.001,0.62
2256,CN,6643968,27.880131,99.090759,Badi,24,2017-11-19 03:00:00,84,721.15,4.52,4.52,4.52,302.501,0.72
2257,CN,6824641,24.8479,103.134468,Nanyang,44,2017-11-19 03:00:00,93,827.09,14.36,14.36,13.37,169.501,1.67
2258,CN,6824644,24.871811,103.05114,Caodianjie,44,2017-11-19 03:00:00,93,827.09,14.36,14.36,13.37,169.501,1.67
2259,CN,6982850,28.06147,119.336502,Anren,88,2017-11-19 03:00:00,71,969.52,6.92,6.92,6.92,70.5011,1.17
2260,CN,7012542,42.931061,123.533371,Laowobao,0,2017-11-19 03:00:00,49,1028.04,-9.33,-9.33,-9.33,298.001,2.57
2261,CN,7071012,33.014839,112.495941,Jingang,92,2017-11-19 03:00:00,84,1018.96,4.7,4.7,4.7,260.001,1.87
2262,CN,7072317,29.069719,121.285896,Zhuao,36,2017-11-19 03:00:00,70,1017.59,12.07,12.07,12.07,8.0011,3.22
2263,CN,7349654,35.876881,105.129723,Hanjiaji,48,2017-11-19 03:00:00,81,829.44,-0.85,-0.85,-0.86,337.001,4.07
2264,CN,7351285,37.968201,100.933197,Hongtu,0,2017-11-19 03:00:00,62,658.98,-11.38,-11.38,-11.38,283.001,1.67
2265,CN,7367957,34.989239,107.900261,Chejiazhuang,92,2017-11-19 03:00:00,82,911.32,1.07,1.07,1.07,285.001,1.77
2266,CN,7387161,35.893318,100.00013,Heka,20,2017-11-19 03:00:00,54,705.99,-3.13,-3.13,-3.13,312.501,1.42
2267,CN,7408054,33.018909,106.854843,Gaotai,76,2017-11-19 03:00:00,98,928.09,4.57,4.57,4.57,169.001,1.17
2268,CN,7517713,34.95179,104.698059,Wenfeng Zhen,64,2017-11-19 03:00:00,72,779.27,-1.38,-1.38,-1.38,7.0011,2.07
2269,CN,7517930,36.068508,107.981712,Nanzhuang,92,2017-11-19 03:00:00,85,889.27,-0.53,-0.53,-0.53,283.001,1.77
2270,CN,7519037,36.851971,107.395538,Siheyuan,88,2017-11-19 03:00:00,67,872.24,0.72,0.72,0.72,306.501,2.07
2271,CN,7638278,30.89089,118.183067,Daihui,56,2017-11-19 03:00:00,72,1017.83,6.9,6.9,6.9,71.5011,2.62
2272,CN,7661859,30.95698,112.070763,Zhanghe,100,2017-11-19 03:00:00,56,1024.8,6.37,6.37,6.37,356.501,2.42
2273,CN,7911338,35.84613,102.481712,Jishi,68,2017-11-19 03:00:00,65,758.19,-2.18,-2.18,-2.18,104.001,1.22
2274,CN,8051687,39.866779,111.220802,Xuejiawan,88,2017-11-19 03:00:00,42,906.61,-5.3,-5.3,-5.31,215.501,1.97
2275,CN,8052580,46.069462,121.916321,Dabagou,0,2017-11-19 03:00:00,72,985.0,-13.28,-13.28,-13.28,239.501,1.97
2276,CN,8054115,44.0303,114.980362,Bieligutai,24,2017-11-19 03:00:00,58,901.43,-9.53,-9.53,-9.53,251.501,4.67
2277,CN,8054803,48.014488,122.698387,Xinghua,0,2017-11-19 03:00:00,39,970.89,-14.55,-14.55,-14.56,321.001,2.27
2278,CN,8059137,29.9,93.300003,Xarlung,0,2017-11-19 03:00:00,59,597.53,-5.45,-5.45,-5.46,158.001,0.42
2279,CN,8059273,27.903,91.903,Xoixar,0,2017-11-19 03:00:00,49,570.86,-4.88,-4.88,-4.88,209.501,1.67
2280,CN,8134387,29.987089,111.611458,Weishui,88,2017-11-19 03:00:00,73,1023.34,5.47,5.47,5.47,0.00109863,2.77
2281,CN,8143440,26.087,119.290001,Nanjie,88,2017-11-19 03:00:00,100,1018.96,12.77,12.77,12.17,24.0011,6.67
2282,CO,3671346,2.93833,-73.208328,Puerto Rico,36,2017-11-19 03:00:00,73,988.16,26.72,26.72,26.72,15.0011,1.57
2283,CO,3672086,4.95334,-77.365982,Pizarro,36,2017-11-19 03:00:00,97,1022.61,25.27,25.27,25.27,323.001,1.77
2284,CO,3672665,1.935,-78.205002,Payan,92,2017-11-19 03:00:00,100,996.51,21.72,21.72,21.72,162.501,1.32
2285,CO,3673578,2.05015,-75.976753,Oporapa,80,2017-11-19 03:00:00,99,810.31,14.2,14.2,14.2,327.001,0.87
2286,CO,3684692,5.88778,-75.164169,El Carmen,88,2017-11-19 03:00:00,100,901.02,16.87,18.82,16.87,228.001,0.42
2287,CO,3687335,0.86292,-77.727341,Carlosama,24,2017-11-19 03:00:00,100,739.55,6.72,8.57,6.72,275.001,0.87
2288,CO,3687975,1.95972,-72.653893,Calamar,36,2017-11-19 03:00:00,92,983.94,24.42,24.42,24.42,77.0011,1.12
2289,CO,3689551,5.03103,-74.886818,Guayabal,64,2017-11-19 03:00:00,100,864.95,17.15,17.15,17.15,343.001,1.37
2290,CO,3733861,1.03327,-75.91906,Curillo,48,2017-11-19 03:00:00,89,937.01,21.65,21.65,21.65,324.501,1.42
2291,CR,3621967,9.98333,-84.183327,San Antonio,88,2017-11-19 03:00:00,96,926.64,18.29,18.9,18.29,76.5011,0.27
2292,CR,3623008,11.03333,-84.716667,Los Chiles,8,2017-11-19 03:00:00,88,1010.94,23.12,23.12,23.12,120.501,1.47
2293,CU,3533556,21.996111,-79.366943,Zaza del Medio,36,2017-11-19 03:00:00,87,1015.4,23.47,23.47,23.47,59.5011,2.67
2294,CU,3561408,20.048889,-75.946938,El Cobre,36,2017-11-19 03:00:00,100,1016.37,24.97,26.7,24.97,45.0011,7.07
2295,CU,3566573,22.97583,-82.921944,Cabanas,0,2017-11-19 03:00:00,81,1022.86,18.37,21.97,18.37,49.0011,3.12
2296,CV,3374336,17.01969,-25.064711,Porto Novo,0,2017-11-19 03:00:00,100,1017.18,23.22,23.65,23.22,51.5011,4.22
2297,CV,3374360,15.0836,-23.63236,Picos,0,2017-11-19 03:00:00,100,1019.69,23.45,23.55,23.45,45.5011,3.42
2298,CW,3513445,12.05,-68.816673,Newport,76,2017-11-19 03:00:00,95,1022.37,27.75,28.15,27.75,97.5011,5.62
2299,CY,146112,35.0625,33.262501,Psimolofou,44,2017-11-19 03:00:00,100,977.38,13.71,13.71,7.97,297.501,0.97
2300,CZ,3074677,48.940849,16.737619,Hustopece,56,2017-11-19 03:00:00,87,987.03,2.93,2.93,0.17,273.501,4.32
2301,CZ,3076685,49.927212,16.29401,Dolni Sloupnice,80,2017-11-19 03:00:00,95,967.65,2.78,2.78,0.9,270.501,6.12
2302,CZ,3079671,48.98801,17.71752,Banov,92,2017-11-19 03:00:00,87,969.52,2.04,2.04,-0.13,265.001,2.97
2303,DE,6551559,54.866699,8.86667,Humptrup,92,2017-11-19 03:00:00,97,1014.02,5.67,6.72,5.67,296.501,11.12
2304,DE,2918393,50.933331,10.83333,Grabsleben,88,2017-11-19 03:00:00,95,986.62,2.36,3.02,2.36,267.001,5.17
2305,DE,6554432,50.016701,6.65,Gindorf,92,2017-11-19 03:00:00,96,989.29,4.22,4.22,4.12,271.001,4.77
2306,DE,2953970,52.083328,11.11667,Ausleben,20,2017-11-19 03:00:00,91,1009.97,2.82,2.82,2.82,266.501,8.62
2307,DK,2617030,54.856201,10.51726,Marstal,92,2017-11-19 03:00:00,100,1012.96,5.07,7.92,5.07,285.001,13.82
2308,DO,3496574,18.89036,-71.594589,Matayaya,88,2017-11-19 03:00:00,100,958.49,20.12,20.12,20.12,2.0011,0.62
2309,DZ,7838650,34.86375,0.83496,Djebilet Rosfa,0,2017-11-19 03:00:00,67,914.48,-2.6,-2.6,-2.61,119.001,1.17
2310,EC,3660387,-2.91667,-79.816673,Balao,80,2017-11-19 03:00:00,100,979.16,19.52,19.52,19.52,228.501,1.22
2311,EE,7522402,58.863682,23.524429,Ridala vald,92,2017-11-19 03:00:00,100,1005.02,4.97,4.97,4.97,176.001,10.22
2312,EG,350661,27.056801,27.96979,Qasr al Farafirah,0,2017-11-19 03:00:00,79,1016.37,12.4,12.4,12.4,344.001,3.97
2313,EG,352736,25.075729,34.891811,Marsa Alam,56,2017-11-19 03:00:00,100,1007.13,24.2,24.2,22.52,338.001,2.72
2314,ER,338345,13.92972,41.692501,Edd,0,2017-11-19 03:00:00,76,983.38,15.57,15.57,15.57,159.001,2.32
2315,ER,339537,15.07,39.047501,Dekemhare,0,2017-11-19 03:00:00,87,825.39,4.3,4.3,4.3,111.501,0.32
2316,ER,345046,14.84444,39.37722,Adi Keyh,0,2017-11-19 03:00:00,76,905.07,11.55,11.55,11.55,203.501,1.07
2317,ES,2510000,37.948769,-6.68202,Valdelarco,0,2017-11-19 03:00:00,75,984.11,1.72,1.72,1.72,24.0011,1.12
2318,ES,6361829,39.948002,-5.12604,Torralba de Oropesa,0,2017-11-19 03:00:00,82,928.26,1.27,1.27,1.27,37.0011,1.62
2319,ES,2513637,36.995312,-5.57145,Montellano,0,2017-11-19 03:00:00,78,1006.24,4.74,4.74,3.82,94.0011,1.97
2320,ES,6355527,36.99123,-2.56365,Alhabia,0,2017-11-19 03:00:00,76,935.88,9.04,9.04,-2.93,7.0011,0.77
2321,ES,3106869,40.033329,-1.78333,Valdemorillo de la Sierra,0,2017-11-19 03:00:00,62,885.46,-6.78,-6.78,-6.78,40.0011,1.12
2322,ES,3110175,42.043339,-6.07242,San Pedro de Ceque,0,2017-11-19 03:00:00,68,942.28,-3.58,-3.58,-3.58,326.001,1.17
2323,ES,3111240,42.86414,-4.52942,Ruesga,0,2017-11-19 03:00:00,67,919.75,-3.88,-3.88,-3.88,339.501,1.27
2324,ES,6360495,41.045738,-5.26769,Poveda de las Cintas,0,2017-11-19 03:00:00,70,925.5,-3.63,-3.63,-3.63,57.5011,1.22
2325,ES,6358387,42.046951,-0.01574,Peraltilla,0,2017-11-19 03:00:00,60,979.32,-1.55,-1.43,-1.55,44.5011,0.72
2326,ES,3114703,42.0,-8.86667,Oia,0,2017-11-19 03:00:00,100,1026.67,11.13,12.77,11.13,106.001,3.07
2327,ES,3120445,42.067768,-2.01094,Igea,0,2017-11-19 03:00:00,72,960.68,0.09,0.09,-3.06,283.501,1.42
2328,ES,3121642,41.053749,0.4385,Gandesa,0,2017-11-19 03:00:00,100,1009.32,2.4,4.47,2.4,304.501,3.02
2329,ES,6361513,41.05603,-1.23774,Ferreruela de Huerva,0,2017-11-19 03:00:00,60,903.7,3.84,3.84,-7.83,231.501,1.17
2330,ES,3128956,43.069279,-2.12781,Baliarrain,0,2017-11-19 03:00:00,83,999.18,1.25,1.42,1.25,177.001,0.97
2331,ES,6359991,41.98576,-4.63192,Autilla del Pino,0,2017-11-19 03:00:00,78,944.31,-1.1,-1.1,-1.11,16.5011,2.02
2332,ES,6534008,41.944,2.63225,Anglšs,0,2017-11-19 03:00:00,85,959.79,1.88,1.88,-2.11,298.001,0.92
2333,ET,327162,4.96667,36.48333,Turmi,8,2017-11-19 03:00:00,62,932.71,16.65,16.65,16.65,108.001,2.07
2334,ET,330534,6.98333,35.583328,Mizan Teferi,0,2017-11-19 03:00:00,80,869.57,14.4,14.4,14.4,63.5011,1.22
2335,ET,331259,4.05,38.299999,Mega,0,2017-11-19 03:00:00,72,863.65,10.02,10.02,10.02,84.0011,2.62
2336,ET,332129,6.86667,38.450001,Leku,0,2017-11-19 03:00:00,87,814.53,8.2,8.2,8.2,89.0011,1.52
2337,ET,332288,12.03333,39.033329,Lalibela,0,2017-11-19 03:00:00,84,769.78,2.15,2.15,2.15,101.501,1.32
2338,FI,631873,62.933331,26.41667,Vesanto,92,2017-11-19 03:00:00,100,994.4,3.01,3.01,1.42,100.001,2.37
2339,FI,633268,69.908638,27.028431,Utsjoki,12,2017-11-19 03:00:00,56,980.95,-14.6,-14.6,-14.61,293.001,1.17
2340,FI,636174,64.0,28.5,Sotkamo,88,2017-11-19 03:00:00,89,990.59,-2.48,-2.28,-2.48,91.5011,2.07
2341,FI,640658,64.866669,27.66667,Puolanka,80,2017-11-19 03:00:00,91,989.54,-1.75,-1.75,-2.58,78.0011,1.67
2342,FI,641061,62.916672,29.33333,Polvijärvi,92,2017-11-19 03:00:00,100,995.78,2.37,2.37,1.15,137.001,2.12
2343,FI,645672,67.949997,23.700001,Muonio,76,2017-11-19 03:00:00,89,982.49,-6.45,-6.45,-7.31,41.0011,1.82
2344,FI,648856,62.916672,23.16667,Lapua,88,2017-11-19 03:00:00,97,996.43,2.66,2.66,0.3,49.5011,2.22
